BHK,City,Size_sqft,Floors,Bathrooms,Furnishing,Property_Type,Age_years,Parking,Price
5,Bangalore,4249.0,3,4,Fully-furnished,Apartment,6.0,Yes,38518971.88249367
2,Mumbai,3314.0,2,4,Fully-furnished,Villa,0.0,Yes,49175638.19794441
5,Mumbai,1089.0,10,1,Unfurnished,Apartment,7.0,No,18983169.917970303
5,Jaipur,2488.0,14,4,Unfurnished,Villa,26.0,Yes,11483207.517394958
1,Jaipur,3339.0,2,2,Unfurnished,Apartment,16.0,Yes,13410647.925668782
4,Pune,4365.0,4,3,Fully-furnished,Villa,21.0,Yes,26702954.595280595
5,Delhi,2933.0,13,3,Fully-furnished,Independent House,19.0,No,33583779.55415162
5,Jaipur,3489.0,13,1,Unfurnished,Independent House,10.0,Yes,14310565.326851565
4,Ahmedabad,4448.0,6,1,Unfurnished,Independent House,6.0,Yes,21295752.20164462
1,Surat,2460.0,10,2,Unfurnished,Apartment,10.0,No,11282251.984496761
4,Surat,4694.0,10,3,Semi-furnished,Villa,10.0,No,21818735.97040447
1,Hyderabad,1154.0,5,1,Fully-furnished,Apartment,21.0,Yes,10405442.213624714
2,Kolkata,1578.0,4,4,Unfurnished,Villa,20.0,Yes,8128166.53768499
1,Hyderabad,3574.0,8,2,Unfurnished,Villa,20.0,No,21442980.313789833
2,Pune,1855.0,11,4,Fully-furnished,Apartment,14.0,Yes,12744611.81241294
2,Chennai,1958.0,5,3,Semi-furnished,Villa,27.0,No,12181423.116603557
1,Kolkata,3782.0,2,1,Fully-furnished,Independent House,5.0,Yes,20762624.92318597
3,Chennai,1419.0,4,2,Unfurnished,Apartment,26.0,No,9596828.573401224
1,Surat,2246.0,7,2,Unfurnished,Independent House,22.0,No,9629729.053380542
5,Surat,2258.0,4,1,Semi-furnished,Independent House,26.0,Yes,10498765.384537252
5,Surat,2331.0,6,1,Semi-furnished,Independent House,18.0,Yes,13262288.736396547
3,Jaipur,1671.0,2,3,Fully-furnished,Apartment,12.0,No,9717993.330222506
2,Pune,3778.0,9,4,Unfurnished,Independent House,15.0,No,19086705.574751202
3,Ahmedabad,859.0,4,4,Semi-furnished,Apartment,11.0,No,7158316.071028088
5,Hyderabad,4310.0,13,4,Unfurnished,Apartment,18.0,Yes,27077178.085675076
3,Chennai,1940.0,1,3,Semi-furnished,Independent House,22.0,Yes,12564750.210436324
1,Bangalore,3419.0,14,1,Semi-furnished,Villa,18.0,Yes,24241387.731006127
3,Hyderabad,2219.0,3,2,Unfurnished,Villa,6.0,No,16321930.89724171
2,Mumbai,3753.0,13,4,Unfurnished,Apartment,17.0,Yes,41837363.381594576
1,Delhi,1055.0,14,1,Fully-furnished,Independent House,23.0,Yes,12969734.758353336
4,Kolkata,1733.0,7,4,Fully-furnished,Apartment,13.0,No,10781999.228672758
5,Chennai,4420.0,14,3,Fully-furnished,Villa,24.0,Yes,31653235.830570456
5,Pune,4539.0,14,3,Unfurnished,Apartment,13.0,No,23292650.774986327
3,Surat,2797.0,10,1,Semi-furnished,Apartment,21.0,Yes,14075919.706963077
1,Mumbai,2035.0,9,3,Fully-furnished,Villa,29.0,No,27843441.156233326
4,Delhi,4558.0,6,2,Unfurnished,Independent House,28.0,No,37548941.53309446
1,Chennai,3802.0,14,3,Fully-furnished,Villa,15.0,Yes,25779610.893475845
5,Ahmedabad,1409.0,14,2,Fully-furnished,Independent House,17.0,No,10505460.49033113
1,Surat,2461.0,13,4,Fully-furnished,Independent House,27.0,No,12627412.460754901
4,Chennai,511.0,14,3,Semi-furnished,Villa,8.0,No,6179704.035407461
3,Bangalore,1479.0,4,2,Unfurnished,Apartment,27.0,Yes,10885286.93288313
2,Bangalore,772.0,2,4,Semi-furnished,Apartment,20.0,No,7721994.467354896
1,Pune,2497.0,9,4,Fully-furnished,Villa,29.0,No,14142271.98761557
2,Bangalore,2188.0,12,4,Fully-furnished,Independent House,3.0,Yes,20497413.85354245
5,Ahmedabad,2095.0,14,4,Semi-furnished,Villa,6.0,No,13432962.981053216
3,Pune,3742.0,8,1,Fully-furnished,Apartment,26.0,Yes,24183580.603572205
3,Kolkata,2215.0,7,2,Fully-furnished,Apartment,10.0,Yes,14416446.08893437
1,Ahmedabad,4838.0,2,1,Semi-furnished,Independent House,5.0,Yes,24314399.779235814
3,Pune,1701.0,2,4,Unfurnished,Villa,19.0,No,9511370.42814906
1,Ahmedabad,3345.0,8,3,Fully-furnished,Apartment,11.0,No,20035624.975035444
1,Bangalore,756.0,9,2,Fully-furnished,Villa,11.0,Yes,8586167.229645455
2,Kolkata,809.0,9,2,Unfurnished,Villa,11.0,No,5861440.308125953
3,Ahmedabad,3063.0,8,4,Semi-furnished,Villa,26.0,No,16483076.519864948
1,Kolkata,3917.0,1,3,Semi-furnished,Independent House,13.0,No,18973425.047857914
2,Delhi,1588.0,5,3,Fully-furnished,Apartment,9.0,Yes,20007112.714456595
4,Ahmedabad,1676.0,7,2,Fully-furnished,Independent House,1.0,No,13894766.100265674
2,Hyderabad,3597.0,10,1,Semi-furnished,Apartment,19.0,Yes,24299851.105699465
2,Surat,3730.0,6,3,Fully-furnished,Apartment,11.0,Yes,20171947.891424593
1,Bangalore,2224.0,11,2,Semi-furnished,Villa,16.0,Yes,16899936.142649617
5,Chennai,3128.0,12,3,Semi-furnished,Villa,7.0,Yes,21395203.482342966
5,Kolkata,4674.0,1,4,Semi-furnished,Apartment,19.0,No,24026207.757276498
5,Bangalore,3799.0,10,3,Fully-furnished,Villa,1.0,No,34847948.58402763
2,Mumbai,1850.0,6,1,Semi-furnished,Villa,28.0,No,23275664.574248686
1,Hyderabad,1119.0,4,1,Unfurnished,Villa,20.0,No,7594544.119745934
3,Bangalore,3048.0,3,1,Unfurnished,Independent House,11.0,No,22115807.439434208
2,Surat,1878.0,4,2,Semi-furnished,Independent House,29.0,No,8990964.970897626
2,Hyderabad,4558.0,8,3,Unfurnished,Apartment,27.0,No,27538913.351942003
1,Surat,1477.0,11,1,Semi-furnished,Villa,12.0,Yes,8128751.621319846
4,Bangalore,2037.0,6,4,Fully-furnished,Villa,0.0,No,22460712.262356743
2,Hyderabad,4272.0,9,4,Fully-furnished,Villa,17.0,Yes,32268737.85202966
4,Chennai,4078.0,5,4,Fully-furnished,Independent House,13.0,No,29986786.89990881
4,Chennai,3033.0,11,2,Semi-furnished,Apartment,23.0,No,20583580.984687593
5,Surat,977.0,9,1,Semi-furnished,Villa,11.0,Yes,6546235.182339139
1,Surat,4154.0,4,1,Unfurnished,Independent House,19.0,No,17458766.38473115
4,Delhi,2394.0,14,3,Unfurnished,Independent House,24.0,Yes,21364628.902164273
1,Chennai,2880.0,12,2,Fully-furnished,Villa,25.0,Yes,20288909.40490914
5,Chennai,2132.0,4,4,Semi-furnished,Villa,3.0,No,16702152.545772575
1,Kolkata,2540.0,6,3,Unfurnished,Independent House,13.0,No,11573629.772978142
2,Pune,2065.0,14,4,Fully-furnished,Independent House,17.0,No,13512871.07262322
4,Ahmedabad,4625.0,13,4,Semi-furnished,Apartment,23.0,No,23636233.471055802
1,Kolkata,4768.0,10,1,Unfurnished,Independent House,25.0,Yes,19908751.744268894
3,Surat,3339.0,11,3,Unfurnished,Independent House,29.0,Yes,13822645.55830885
1,Jaipur,967.0,7,2,Unfurnished,Apartment,28.0,No,3794393.065535318
4,Ahmedabad,4047.0,14,4,Unfurnished,Independent House,3.0,Yes,20251384.933446284
5,Jaipur,2475.0,2,1,Fully-furnished,Independent House,7.0,Yes,14862025.728994984
5,Mumbai,,4,1,Fully-furnished,Apartment,28.0,Yes,21064757.99671893
4,Surat,4720.0,13,4,Unfurnished,Apartment,17.0,Yes,19863387.458933614
2,Bangalore,3243.0,8,1,Semi-furnished,Villa,3.0,Yes,25204626.463728383
2,Pune,3074.0,9,1,Semi-furnished,Independent House,26.0,No,16364277.243156988
5,Jaipur,1919.0,5,4,Semi-furnished,Villa,26.0,Yes,9687233.593339493
5,Ahmedabad,2377.0,6,2,Fully-furnished,Apartment,0.0,No,17078333.791606676
4,Surat,1526.0,10,4,Semi-furnished,Independent House,23.0,Yes,9039942.85314578
2,Kolkata,1100.0,12,3,Semi-furnished,Apartment,5.0,No,6809850.763056254
5,Delhi,4092.0,7,4,Semi-furnished,Independent House,12.0,Yes,40408965.8492865
2,Hyderabad,1487.0,7,4,Semi-furnished,Villa,29.0,No,10408108.123015307
5,Chennai,1105.0,3,2,Fully-furnished,Independent House,1.0,Yes,13369013.646718215
1,Pune,3247.0,13,4,Semi-furnished,Apartment,18.0,No,18043823.537919033
3,Pune,638.0,2,4,Unfurnished,Independent House,11.0,Yes,5573698.799844699
1,Chennai,2557.0,10,1,Fully-furnished,Villa,21.0,Yes,18320168.386380933
5,Chennai,4086.0,8,4,Semi-furnished,Villa,29.0,Yes,26260244.191343408
3,Chennai,4725.0,9,2,Unfurnished,Villa,25.0,No,26188103.09067823
3,Delhi,4996.0,11,1,Fully-furnished,Apartment,13.0,No,51642591.922250636
5,Mumbai,1744.0,8,4,Unfurnished,Independent House,8.0,Yes,26222395.72367726
5,Delhi,1141.0,8,1,Semi-furnished,Independent House,9.0,Yes,16660163.53877146
2,Kolkata,936.0,2,3,Semi-furnished,Apartment,6.0,Yes,6270094.494193429
5,Mumbai,1923.0,11,4,Semi-furnished,Villa,8.0,Yes,30487940.838326477
4,Hyderabad,1636.0,4,4,Unfurnished,Apartment,14.0,No,11598720.831145145
5,Chennai,4221.0,6,1,Fully-furnished,Independent House,25.0,Yes,29556432.868246567
4,Delhi,3789.0,8,4,Unfurnished,Independent House,19.0,Yes,32972954.404362746
5,Bangalore,557.0,13,4,Unfurnished,Independent House,14.0,Yes,8400701.7806306
2,Kolkata,1636.0,2,2,Unfurnished,Independent House,23.0,Yes,8229905.921798941
4,Hyderabad,1199.0,12,4,Semi-furnished,Independent House,28.0,No,10391239.58355856
1,Hyderabad,1645.0,8,2,Unfurnished,Villa,10.0,No,11334269.325431814
4,Ahmedabad,2955.0,1,3,Unfurnished,Apartment,17.0,No,15307739.652695756
2,Ahmedabad,1608.0,11,3,Unfurnished,Villa,1.0,Yes,8992897.179401515
4,Hyderabad,4995.0,6,1,Fully-furnished,Independent House,27.0,No,38358990.87919802
5,Mumbai,607.0,8,1,Unfurnished,Villa,19.0,Yes,13484868.67355299
5,Surat,2484.0,8,1,Unfurnished,Apartment,18.0,Yes,12926641.927437462
2,Kolkata,4747.0,12,1,Semi-furnished,Independent House,23.0,No,22866681.794614848
3,Ahmedabad,1405.0,11,4,Unfurnished,Villa,1.0,Yes,10068466.27729969
5,Pune,2492.0,7,2,Unfurnished,Apartment,19.0,No,14178112.248843426
1,Chennai,4622.0,7,1,Semi-furnished,Villa,12.0,No,28109581.305414245
2,Kolkata,4714.0,14,3,Unfurnished,Villa,24.0,Yes,21205874.433491398
4,Hyderabad,2647.0,11,4,Unfurnished,Apartment,24.0,Yes,16984043.95692919
4,Hyderabad,4598.0,10,2,Fully-furnished,Independent House,3.0,Yes,36329722.206934705
1,Bangalore,1305.0,11,2,Fully-furnished,Villa,2.0,No,13498211.803971484
5,Surat,2492.0,12,1,Unfurnished,Independent House,14.0,Yes,12479567.590721235
2,Chennai,4100.0,9,1,Fully-furnished,Apartment,11.0,No,29692384.863663167
1,Pune,4899.0,2,2,Unfurnished,Independent House,27.0,Yes,22829680.663412742
5,Jaipur,4772.0,13,3,Fully-furnished,Villa,0.0,No,23778324.79621264
2,Ahmedabad,4510.0,1,1,Unfurnished,Villa,27.0,No,20709492.345852062
4,Bangalore,583.0,12,2,Fully-furnished,Apartment,10.0,Yes,9651533.107155873
2,Hyderabad,4858.0,2,4,Unfurnished,Villa,16.0,Yes,29371888.866766002
3,Surat,3820.0,14,2,Semi-furnished,Villa,7.0,Yes,17920288.633708365
2,Mumbai,3005.0,14,1,Semi-furnished,Apartment,13.0,No,37331808.01346097
3,Bangalore,2956.0,3,4,Unfurnished,Independent House,24.0,No,21393407.115837984
2,Surat,3562.0,9,3,Fully-furnished,Independent House,24.0,Yes,18710931.280651174
3,Kolkata,4352.0,10,2,Semi-furnished,Independent House,4.0,No,22953826.443389177
4,Kolkata,887.0,13,2,Fully-furnished,Independent House,14.0,No,7114669.433007653
5,Delhi,2503.0,7,2,Fully-furnished,Villa,1.0,No,31888114.478466224
3,Bangalore,1531.0,5,4,Semi-furnished,Independent House,27.0,Yes,13356070.692563934
3,Kolkata,2040.0,5,1,Semi-furnished,Apartment,6.0,No,12314217.013855962
4,Hyderabad,949.0,6,2,Fully-furnished,Apartment,12.0,Yes,11919041.774864037
3,Kolkata,4047.0,2,4,Unfurnished,Independent House,19.0,Yes,17763496.984366175
1,Surat,4937.0,1,2,Semi-furnished,Villa,10.0,Yes,21983220.955761626
4,Jaipur,1596.0,11,1,Unfurnished,Apartment,13.0,No,8305448.473477585
1,Ahmedabad,1359.0,1,4,Unfurnished,Apartment,9.0,Yes,7615757.843214356
4,Hyderabad,801.0,3,3,Semi-furnished,Villa,3.0,Yes,8441059.129045533
3,Chennai,2519.0,1,2,Unfurnished,Apartment,19.0,Yes,15463967.400168598
1,Surat,1380.0,9,1,Unfurnished,Independent House,14.0,Yes,6749808.106221341
3,Jaipur,2781.0,10,3,Unfurnished,Independent House,25.0,No,11073068.399780925
4,Kolkata,4661.0,13,1,Unfurnished,Independent House,2.0,No,21864387.804936465
3,Pune,729.0,13,3,Fully-furnished,Villa,10.0,No,6441224.607548441
1,Delhi,1421.0,13,1,Unfurnished,Apartment,19.0,Yes,13837273.19703227
1,Jaipur,2332.0,5,3,Unfurnished,Apartment,17.0,Yes,9348582.70291481
3,Kolkata,550.0,9,4,Unfurnished,Villa,24.0,Yes,3672535.337338703
2,Jaipur,4178.0,5,3,Unfurnished,Independent House,22.0,No,16838580.7644102
4,Jaipur,4982.0,1,1,Fully-furnished,Independent House,16.0,Yes,23783744.251039445
4,Surat,4281.0,11,2,Fully-furnished,Villa,29.0,No,22196154.080711827
3,Pune,1252.0,12,3,Fully-furnished,Apartment,20.0,Yes,10492447.479317695
2,Kolkata,1978.0,7,1,Semi-furnished,Independent House,13.0,No,10291662.935980914
1,Pune,2588.0,7,2,Semi-furnished,Independent House,14.0,Yes,14282295.870903019
5,Bangalore,3493.0,4,4,Fully-furnished,Apartment,17.0,Yes,31715585.984234624
5,Surat,4295.0,3,4,Semi-furnished,Independent House,2.0,No,21653502.94294051
3,Ahmedabad,3840.0,1,2,Fully-furnished,Apartment,12.0,No,23486765.06579172
2,Ahmedabad,2843.0,7,1,Unfurnished,Apartment,2.0,Yes,14697027.47846472
2,Jaipur,1738.0,5,1,Fully-furnished,Independent House,28.0,No,9058457.851424394
4,Hyderabad,2736.0,10,3,Fully-furnished,Independent House,6.0,Yes,23878625.765188836
1,Delhi,4756.0,1,4,Semi-furnished,Apartment,18.0,No,41819540.19847295
2,Bangalore,2928.0,1,4,Fully-furnished,Villa,22.0,No,24750618.480418384
5,Surat,4839.0,3,4,Unfurnished,Villa,27.0,No,20398955.281565085
1,Hyderabad,682.0,3,4,Fully-furnished,Independent House,26.0,No,5351680.633409303
1,Mumbai,1043.0,2,1,Fully-furnished,Apartment,23.0,Yes,17342223.419220395
3,Delhi,3326.0,8,4,Fully-furnished,Apartment,17.0,Yes,35545918.08350406
2,Ahmedabad,592.0,13,2,Fully-furnished,Apartment,28.0,No,4559638.537321283
3,Ahmedabad,2915.0,12,1,Semi-furnished,Villa,16.0,No,16753938.935729237
2,Hyderabad,4754.0,8,2,Semi-furnished,Independent House,27.0,No,31707144.382873084
4,Bangalore,2945.0,6,2,Semi-furnished,Independent House,21.0,No,23882988.1838532
3,Delhi,4901.0,5,1,Fully-furnished,Villa,26.0,No,50378891.20483853
3,Hyderabad,3532.0,13,2,Unfurnished,Apartment,8.0,Yes,23001778.678359043
5,Mumbai,2473.0,14,2,Semi-furnished,Villa,13.0,No,35514464.873908065
3,Surat,3789.0,6,3,Unfurnished,Villa,21.0,No,16364550.40445316
2,Hyderabad,2876.0,1,4,Semi-furnished,Independent House,7.0,No,21159157.0829487
5,Jaipur,4938.0,2,2,Unfurnished,Villa,13.0,No,20493821.45008342
3,Kolkata,3734.0,7,3,Fully-furnished,Apartment,4.0,No,22525472.343126204
3,Jaipur,1633.0,1,3,Fully-furnished,Villa,23.0,Yes,8945222.006668927
4,Delhi,4138.0,8,4,Semi-furnished,Apartment,19.0,Yes,39187347.654537365
3,Pune,2897.0,3,3,Unfurnished,Villa,13.0,No,14675675.007771052
1,Jaipur,3273.0,14,3,Fully-furnished,Apartment,27.0,No,15989995.873972164
5,Kolkata,4960.0,4,2,Fully-furnished,Independent House,11.0,No,28711571.844426475
1,Jaipur,2420.0,7,4,Fully-furnished,Independent House,21.0,No,10970552.995363109
5,Hyderabad,2562.0,10,4,Semi-furnished,Villa,7.0,No,20649145.962851245
4,Kolkata,2700.0,7,2,Unfurnished,Independent House,0.0,No,14566669.735731594
3,Surat,3514.0,2,1,Semi-furnished,Villa,15.0,Yes,16723187.00064371
3,Pune,3971.0,5,3,Unfurnished,Apartment,21.0,Yes,20313305.546048895
3,Hyderabad,968.0,8,2,Semi-furnished,Apartment,7.0,No,9412361.126630569
5,Mumbai,1844.0,9,3,Fully-furnished,Independent House,4.0,Yes,33342644.156758558
3,Mumbai,1378.0,13,4,Unfurnished,Villa,2.0,Yes,20797358.325661734
1,Delhi,4962.0,5,4,Semi-furnished,Apartment,12.0,No,43653739.99544145
3,Chennai,4409.0,2,3,Fully-furnished,Villa,27.0,Yes,30276868.149025224
4,Jaipur,4307.0,4,4,Fully-furnished,Independent House,4.0,No,21550291.222791508
1,Kolkata,3441.0,11,4,Unfurnished,Villa,2.0,Yes,15623398.117903713
3,Hyderabad,3845.0,5,1,Semi-furnished,Independent House,21.0,No,26614727.173513524
3,Mumbai,1088.0,6,4,Fully-furnished,Villa,13.0,No,20073294.352438476
2,Pune,4383.0,12,4,Unfurnished,Independent House,5.0,No,21984948.976360727
5,Chennai,1829.0,6,3,Unfurnished,Villa,20.0,No,12237722.712643253
1,Pune,591.0,13,2,Fully-furnished,Villa,6.0,Yes,6327411.0423628315
2,Jaipur,957.0,12,4,Semi-furnished,Villa,22.0,Yes,5150370.467943347
4,Bangalore,3841.0,1,4,Unfurnished,Independent House,5.0,Yes,27509121.670778867
5,Chennai,2384.0,6,2,Fully-furnished,Villa,13.0,No,19619228.611543827
1,Ahmedabad,3621.0,11,2,Fully-furnished,Independent House,21.0,Yes,20468507.53936355
3,Bangalore,2539.0,10,2,Fully-furnished,Apartment,3.0,Yes,23264657.910817727
1,Bangalore,1903.0,1,3,Semi-furnished,Villa,19.0,No,14451557.048812903
3,Jaipur,4203.0,13,4,Semi-furnished,Villa,18.0,No,18648266.540382918
5,Pune,4982.0,5,4,Unfurnished,Independent House,9.0,No,25788152.751515925
3,Surat,2481.0,11,2,Unfurnished,Villa,22.0,No,11385839.073377952
4,Mumbai,2292.0,7,1,Fully-furnished,Villa,12.0,Yes,36423953.28571804
3,Kolkata,4966.0,14,3,Unfurnished,Apartment,11.0,No,22932947.46591754
4,Kolkata,2731.0,14,2,Fully-furnished,Villa,13.0,No,17831210.784723077
5,Hyderabad,1271.0,8,2,Unfurnished,Villa,12.0,Yes,11551617.949605823
5,Hyderabad,704.0,11,4,Semi-furnished,Apartment,18.0,No,8671588.513581963
1,Bangalore,2719.0,11,1,Semi-furnished,Independent House,8.0,No,20268415.699875616
4,Bangalore,721.0,13,3,Fully-furnished,Apartment,15.0,Yes,9275451.337130876
4,Surat,1691.0,5,1,Unfurnished,Apartment,8.0,No,9296843.622747852
2,Jaipur,3815.0,2,1,Unfurnished,Villa,5.0,No,15853623.517257852
2,Mumbai,3789.0,3,4,Unfurnished,Villa,13.0,No,42500401.33196075
2,Kolkata,2098.0,12,2,Fully-furnished,Independent House,27.0,No,12245227.61117689
3,Surat,2408.0,7,2,Unfurnished,Independent House,6.0,No,10940391.407313257
2,Kolkata,4762.0,10,1,Semi-furnished,Independent House,18.0,Yes,22998085.680846445
4,Ahmedabad,2042.0,4,3,Unfurnished,Apartment,2.0,No,12501602.49458538
3,Hyderabad,641.0,1,3,Semi-furnished,Apartment,28.0,No,6706152.4166525025
5,Ahmedabad,589.0,3,4,Unfurnished,Apartment,14.0,No,5301724.6226233635
1,Mumbai,4485.0,10,3,Fully-furnished,Independent House,11.0,Yes,60678508.474647425
2,Mumbai,4906.0,14,4,Fully-furnished,Independent House,0.0,No,69171622.2591392
5,Jaipur,2763.0,2,1,Unfurnished,Villa,10.0,Yes,12177777.246305577
4,Chennai,4012.0,9,3,Unfurnished,Apartment,21.0,No,23903493.30888715
1,Bangalore,4206.0,1,2,Semi-furnished,Villa,2.0,Yes,32080742.89515606
5,Hyderabad,1709.0,9,1,Fully-furnished,Independent House,16.0,No,16700596.901505155
1,Surat,3724.0,10,4,Unfurnished,Villa,12.0,Yes,16750270.297105815
2,Jaipur,1859.0,5,1,Fully-furnished,Apartment,28.0,No,9544695.105606068
4,Surat,2038.0,12,1,Fully-furnished,Independent House,7.0,No,13539601.311283955
1,Chennai,648.0,6,4,Unfurnished,Apartment,12.0,Yes,5284226.766934704
5,Jaipur,1925.0,6,3,Unfurnished,Independent House,7.0,Yes,9671346.280315677
2,Pune,2217.0,12,3,Unfurnished,Apartment,7.0,Yes,11690985.314852253
2,Kolkata,1854.0,6,2,Unfurnished,Villa,23.0,Yes,8800243.627454506
5,Bangalore,2905.0,9,3,Semi-furnished,Independent House,12.0,No,25201239.10734077
5,Bangalore,3135.0,14,4,Unfurnished,Apartment,11.0,Yes,23820892.17413897
1,Bangalore,2863.0,13,4,Semi-furnished,Independent House,4.0,Yes,21954856.64053542
3,Ahmedabad,3432.0,13,4,Unfurnished,Independent House,12.0,Yes,17033877.408969164
2,Hyderabad,3607.0,9,3,Fully-furnished,Apartment,22.0,No,27715758.57058661
1,Jaipur,2001.0,11,4,Unfurnished,Villa,11.0,Yes,8378849.576477219
5,Jaipur,1951.0,10,3,Semi-furnished,Independent House,18.0,No,10521881.861574182
1,Ahmedabad,949.0,7,4,Unfurnished,Apartment,9.0,No,5714553.5650313385
5,Mumbai,2335.0,3,4,Unfurnished,Independent House,28.0,No,29446714.778142385
4,Hyderabad,4685.0,7,3,Fully-furnished,Villa,14.0,No,36240434.295656465
5,Chennai,3088.0,5,2,Fully-furnished,Villa,1.0,No,25756106.075487643
5,Chennai,4771.0,9,2,Semi-furnished,Apartment,5.0,Yes,30402244.260627322
5,Bangalore,1943.0,8,2,Unfurnished,Villa,15.0,Yes,16307808.393753106
3,Jaipur,3448.0,10,3,Unfurnished,Independent House,0.0,No,14291618.181769542
5,Delhi,4435.0,12,4,Fully-furnished,Villa,1.0,Yes,49652789.983853444
2,Mumbai,4209.0,6,3,Semi-furnished,Villa,22.0,No,50267155.455274716
2,Surat,3742.0,5,1,Unfurnished,Villa,24.0,Yes,15076044.190348307
1,Bangalore,1789.0,10,1,Semi-furnished,Independent House,22.0,No,13822157.18242572
3,Chennai,1003.0,2,3,Semi-furnished,Villa,14.0,No,9006361.906474601
1,Chennai,3597.0,11,1,Semi-furnished,Independent House,25.0,No,21497152.119653806
2,Hyderabad,2647.0,12,2,Fully-furnished,Apartment,15.0,Yes,20391673.44222977
2,Mumbai,1965.0,3,2,Fully-furnished,Independent House,28.0,No,29076796.339700677
4,Mumbai,2397.0,11,2,Unfurnished,Independent House,7.0,No,31616619.62118187
5,Delhi,4216.0,11,1,Semi-furnished,Apartment,13.0,Yes,40838529.39292336
2,Chennai,1150.0,3,2,Semi-furnished,Villa,23.0,Yes,8712776.826919341
1,Kolkata,3762.0,13,2,Semi-furnished,Villa,9.0,No,18874020.49421488
1,Hyderabad,1710.0,4,2,Unfurnished,Apartment,14.0,Yes,11231132.442240741
5,Jaipur,2687.0,3,3,Unfurnished,Villa,2.0,No,12140999.66180995
5,Kolkata,4320.0,7,4,Semi-furnished,Villa,5.0,Yes,23552807.346235104
4,Pune,868.0,13,4,Semi-furnished,Apartment,1.0,No,9118768.28180764
3,Hyderabad,2844.0,6,3,Semi-furnished,Villa,8.0,Yes,21376659.46328165
1,Surat,3771.0,13,2,Unfurnished,Apartment,6.0,Yes,16412271.330243235
5,Jaipur,3343.0,8,2,Semi-furnished,Villa,18.0,Yes,15719483.573444491
1,Mumbai,3950.0,2,3,Semi-furnished,Villa,5.0,Yes,48935011.2505579
5,Jaipur,3651.0,2,3,Fully-furnished,Villa,25.0,No,17737336.459220916
2,Hyderabad,4018.0,1,1,Semi-furnished,Villa,0.0,Yes,28294334.8085984
1,Chennai,4854.0,5,3,Fully-furnished,Apartment,22.0,Yes,32431998.2438217
2,Pune,2136.0,7,2,Semi-furnished,Independent House,13.0,No,13244923.27707193
1,Mumbai,4360.0,9,3,Fully-furnished,Independent House,24.0,Yes,57977835.834851824
3,Kolkata,1644.0,5,2,Fully-furnished,Apartment,20.0,Yes,10952172.881465219
4,Ahmedabad,3626.0,11,1,Unfurnished,Apartment,24.0,No,17524803.86843852
2,Pune,517.0,11,3,Semi-furnished,Villa,7.0,No,6199431.796858957
5,Delhi,2156.0,1,1,Semi-furnished,Villa,7.0,No,25458397.260131285
3,Ahmedabad,4705.0,3,2,Semi-furnished,Independent House,5.0,No,26221877.896319762
1,Surat,4926.0,8,2,Fully-furnished,Independent House,14.0,No,24501403.636527814
2,Kolkata,2096.0,3,2,Unfurnished,Apartment,18.0,Yes,10447349.418791575
1,Surat,1445.0,7,2,Fully-furnished,Apartment,19.0,No,8651572.33712669
1,Jaipur,1787.0,10,1,Fully-furnished,Villa,16.0,No,8288425.442131437
1,Chennai,767.0,3,3,Fully-furnished,Villa,26.0,Yes,6289935.482849206
4,Jaipur,934.0,2,3,Semi-furnished,Villa,5.0,Yes,6657487.545450275
4,Chennai,2535.0,12,2,Fully-furnished,Independent House,6.0,Yes,20654449.579252966
5,Bangalore,,13,2,Fully-furnished,Independent House,27.0,No,11826493.695654307
2,Bangalore,3708.0,10,1,Unfurnished,Apartment,9.0,Yes,25838461.86161401
3,Surat,2113.0,14,1,Semi-furnished,Independent House,8.0,No,11451663.317224635
3,Delhi,1218.0,6,2,Unfurnished,Villa,4.0,Yes,13865064.621467404
3,Surat,4478.0,2,2,Semi-furnished,Apartment,1.0,Yes,21642024.738624386
1,Bangalore,2731.0,10,3,Unfurnished,Independent House,12.0,No,18206451.937384915
4,Ahmedabad,4172.0,14,3,Semi-furnished,Villa,22.0,No,22410855.84513072
2,Ahmedabad,1240.0,5,3,Semi-furnished,Apartment,10.0,Yes,8093683.080456146
1,Delhi,1304.0,5,2,Fully-furnished,Independent House,10.0,Yes,15995406.77886849
4,Delhi,4271.0,5,4,Unfurnished,Apartment,29.0,No,35528527.02896904
4,Delhi,2226.0,6,1,Semi-furnished,Apartment,27.0,No,22199410.95469768
2,Surat,4012.0,3,1,Fully-furnished,Independent House,22.0,No,20016309.111566644
2,Kolkata,1598.0,10,1,Unfurnished,Villa,28.0,Yes,7056576.710144512
2,Hyderabad,3121.0,5,2,Semi-furnished,Independent House,26.0,Yes,20994754.31552071
1,Mumbai,4305.0,8,2,Semi-furnished,Villa,14.0,No,51528382.44678891
5,Delhi,3510.0,4,1,Semi-furnished,Apartment,13.0,No,35500254.92514054
2,Mumbai,3483.0,14,1,Fully-furnished,Villa,20.0,Yes,48192401.01309066
5,Kolkata,4204.0,5,1,Unfurnished,Villa,10.0,No,19417896.314892795
1,Hyderabad,3883.0,1,2,Semi-furnished,Apartment,12.0,Yes,26015101.592617877
5,Delhi,2344.0,1,4,Semi-furnished,Independent House,29.0,Yes,24574747.041357804
3,Delhi,4424.0,8,4,Unfurnished,Apartment,27.0,Yes,36956837.37100087
5,Delhi,3599.0,2,4,Unfurnished,Villa,17.0,No,31883586.593938034
